RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity,SalesOrderID,SalesOrderDate,SalesOrderStatus,SalesAmount
Port Tomfort,Turks and Caicos Islands,Maryland,Brownmouth,22088,"2172 Vargas Mill Apt. 122
Austinton, NV 81319",Cruz-Reynolds,Jennifer Johnson,elizabeth10@yahoo.com,644.286.3571x93549,2022-09-04,Health visitor,Electronics,Refrigerator,Go south allow manager detail.,301.03,201.47,33.02,Jacob Sexton,"700 Mitchell Inlet
Port Brandy, MA 66680",10182.27,qnichols@yahoo.com,(696)548-0423,Processing,2024-01-17,7,1315.88,96,4b84cbee-63f5-4ecc-a9c6-60340f91eb67,2023-04-03,Pending,9211.16
Michellehaven,Azerbaijan,Alabama,Port Jonathan,27832,"39488 Kelsey Course
Port Susan, AZ 53284",Roach and Sons,Logan Mack,bparrish@hotmail.com,(738)920-3782x97057,2023-10-25,Tax inspector,Appliances,Board Game,Both head white not customer financial.,546.45,114.29,1384.52,Monica Coleman,"8401 Keith Shoals
Merrittton, CO 86257",8840.67,ibrown@yahoo.com,001-850-132-0598x5727,Processing,2024-03-04,9,369.17,18,fda88ad3-e118-4b96-826e-4d6f5dcfc72c,2023-11-02,Returned,3322.53
Ivanmouth,Aruba,Florida,Bennettview,74585,"81214 Johnson Cliff Apt. 974
New Donna, SC 28524",Rodgers-Neal,David Oliver,schultzashley@powell.org,001-165-887-9878x12935,2020-12-07,Horticultural consultant,Electronics,Laptop,Often enjoy recent owner.,393.7,308.12,130.47,Tina Beasley,"527 Sarah Gardens Suite 357
Shaunfort, OR 40838",15168.98,cassidyjohnson@yahoo.com,001-873-782-1662,Delivered,2022-08-19,1,921.03,19,78368a30-c2a6-466e-ab32-26c86250d4e0,2023-06-10,Pending,921.03
Amyhaven,Uruguay,Montana,West Bruceborough,50077,"8815 Ashley Place
Lake David, GA 30390",Pineda-Fisher,Jay Snyder,janetdavis@rodriguez.biz,091-248-7681x370,2019-09-09,"Development worker, community",Electronics,Puzzle,Job dream point seek. Pm both hold use authority.,806.04,116.17,277.12,Jason Davis,"39702 Adams Trace
Seanberg, AR 38000",15869.78,andrewsanchez@gmail.com,(983)965-3430x3298,Cancelled,2022-07-13,6,1190.62,97,21f68064-607d-459c-b3df-0591018b3268,2024-06-26,Pending,7143.719999999999
West Lisabury,Samoa,Oklahoma,East Katieside,46012,"89475 Perez Loop Apt. 414
Port Sherrichester, AZ 59026","Young, Gray and Young",Timothy Fletcher,cynthia31@gmail.com,693.965.1231,2021-11-19,"Accountant, chartered certified",Toys,Smartphone,Employee book food such measure face way.,666.57,462.9,1359.96,Zachary Brady,"830 West Track Apt. 229
New Kristine, VT 91409",9365.65,pdrake@shea.info,386.623.1205,Delivered,2024-06-18,9,24.48,20,c6cc1089-c3e8-41d6-b5be-ee620eea0918,2023-05-09,Pending,220.32
Craneport,Saint Kitts and Nevis,Pennsylvania,North Alyssa,00910,"3665 Bailey Dale Suite 473
Calebchester, KS 92321",Wilson-Young,Sheila Perez,zjones@gmail.com,951.549.4436x290,2022-07-21,Analytical chemist,Electronics,Blender,Property rock action have you buy.,990.17,470.08,1326.69,James Vargas,"4403 Rhonda Prairie
Barnesburgh, AR 62134",18036.36,matthewford@yahoo.com,536-406-5143x34945,Processing,2024-05-21,8,437.15,76,2c7be30d-d369-4197-bcdc-1674313693fa,2022-08-12,Returned,3497.2
North Charles,Faroe Islands,New York,Katieton,50163,"6424 Diaz Heights
Lake Aaron, WA 30801",Price LLC,James Greer,ericmiller@jenkins-cabrera.net,+1-287-580-5495x151,2023-03-30,Print production planner,Appliances,Table,Election let section into.,489.09,471.77,973.42,Tyler Thompson,"88177 James Stream Apt. 137
Hursttown, UT 81830",9780.04,ryanblackwell@perry.org,+1-179-695-0277,Shipped,2022-08-31,20,544.45,71,7ff35305-176e-4faa-80c0-0e5d3e1f0619,2024-01-05,Returned,10889.0
Marieview,Svalbard & Jan Mayen Islands,Michigan,South Gabrielmouth,76837,"2418 Thompson Loaf Suite 754
Jenniferstad, NC 46908","Kelly, Rodriguez and Mullins",Fred Diaz,hillanne@taylor.com,731.099.0224x442,2022-02-07,Museum/gallery conservator,Furniture,Smartphone,Memory seven others beat he sort economic.,998.69,31.83,73.76,Carl Dickerson,"48978 Diaz Groves Apt. 550
Port Ralph, SD 89647",7644.35,courtneyconway@gmail.com,627-680-5283x3791,Cancelled,2024-02-05,18,1368.96,87,7b7a3813-74ac-45e7-93d5-614380add4c5,2023-12-12,Pending,24641.28
Port Joshua,New Zealand,Pennsylvania,Bakerside,30400,"431 Kim Trail
South Morganport, IA 07647","Moore, Stevens and Smith",Thomas Hansen,cjohnson@cohen.info,512-060-4675x35643,2020-08-11,Multimedia programmer,Appliances,Cabinet,Quality subject once father check significant.,679.54,409.7,457.5,Amy Larson,"2533 Chris Extension Apt. 391
West Davidton, AR 17348",17829.93,michaelgonzales@tyler.com,444-562-7869x88288,Processing,2022-11-07,14,1091.17,37,b78e638d-c83a-4ed2-adcc-6a76d56b10df,2023-09-23,Completed,15276.380000000001
Lake Matthew,Peru,Nebraska,Port Laura,62512,"159 Patricia Greens
Sheenaside, MS 80348",Thomas Group,Carolyn Evans,turnerjames@gmail.com,(910)180-5898,2021-05-13,Licensed conveyancer,Electronics,Blender,Size morning yourself often list fall discuss.,186.83,372.2,522.49,James Abbott,"4344 Chambers Expressway
New Brandon, DC 83371",17159.65,shepparddebbie@warren-carter.com,+1-189-976-9248x603,Processing,2023-01-06,15,1123.11,77,1a791842-8fee-4bfb-a1a5-fc44ec277e3f,2024-07-03,Pending,16846.649999999998
South Tiffany,United States Minor Outlying Islands,West Virginia,North Alexandria,24979,"14107 Ray Mount
South Anthony, VA 46405",Diaz-Vargas,Amber Johnson,fchavez@yahoo.com,119.718.4416,2022-02-19,Chief Strategy Officer,Furniture,Bed,Simple budget near some million gun why.,175.26,307.03,260.21,William Tucker,"316 Ortiz Point Suite 844
New Joshua, MS 42473",10085.85,tmcintyre@miller-neal.com,409-489-0252,Delivered,2023-02-02,18,1020.2,31,9da8d5da-424c-473a-ac9f-2dc443de4756,2024-01-26,Completed,18363.600000000002
Kelseyfurt,Norway,Idaho,Rosestad,78087,"48965 Joseph Key
Sabrinaberg, WY 17989","Anthony, Dominguez and Salazar",Joshua Perkins,patrickdickerson@turner.net,9136879724,2021-10-27,Seismic interpreter,Furniture,Board Game,Important positive report PM east stay.,616.91,352.78,1073.81,Matthew Taylor,"599 Adrian Manor
North Stacy, KY 18860",13062.0,robertsmith@yahoo.com,7167186380,Shipped,2024-06-09,3,1001.72,62,f9b1d357-cbb3-4b64-98d8-074289271e36,2022-10-03,Returned,3005.16
Nicholasside,Mayotte,Louisiana,East Williamside,34664,"1817 Hansen Squares
Aguilarborough, UT 58532",Pierce-Sharp,Ashley Chaney,ashleyhall@hotmail.com,227.772.1628x3078,2022-01-08,Emergency planning/management officer,Electronics,Sofa,Sport generation buy culture grow thousand.,267.86,148.75,218.91,Dwayne Gibson,"690 Flowers Alley
East Amytown, OR 51198",9841.94,rubiodarrell@juarez.net,+1-095-924-3780,Cancelled,2023-10-05,14,150.84,25,624f957d-2bc0-4bf5-8e2a-65fb40904046,2022-09-13,Returned,2111.76
North Tarachester,Grenada,Louisiana,Bennettchester,24266,"95354 Andrew Ranch Suite 143
North Denise, MO 28873",Miller Group,Marissa Herring,jerry46@hotmail.com,+1-093-867-2757x949,2022-10-20,Commercial art gallery manager,Appliances,Cabinet,Finish group car often until life.,567.1,190.11,31.32,Russell Washington,"2274 Maria Inlet Apt. 228
Gomezport, CT 06695",737.79,whiteian@stevens.com,+1-899-800-7258x900,Delivered,2023-05-19,20,317.98,52,f260c7aa-9514-4730-b355-de7e3d55b4fd,2022-08-11,Completed,6359.6
Port Becky,Bosnia and Herzegovina,Illinois,North Vernonfurt,01632,"74889 Johnson Locks
North Crystaltown, LA 78743","Randolph, Huff and Rogers",Patrick Perry,gomezchristian@gmail.com,+1-550-296-5175x971,2024-04-17,Chartered certified accountant,Electronics,Smartphone,Product determine listen here approach poor.,825.28,142.23,1070.62,Raymond Lewis,"3590 Norris Spring
Geoffreyborough, AK 21590",7750.28,doylestephanie@hotmail.com,+1-956-958-2255x819,Cancelled,2022-07-12,16,818.33,27,1956c1f3-738e-4232-9d92-40ee84b80a8f,2023-06-30,Completed,13093.28
Daleview,Ghana,West Virginia,Gardnershire,27111,"9198 Mary Green
New Heather, AL 09022",Cervantes-Johnson,William Yoder,karen54@banks.net,(488)288-8665x135,2023-11-25,Chief Operating Officer,Furniture,Smartwatch,Form avoid do watch hundred Mrs.,494.56,85.9,379.08,Brandon Moore,"PSC 5330, Box 2217
APO AP 50703",8368.65,samuelvillanueva@hotmail.com,5584915264,Cancelled,2022-10-27,5,1112.95,56,9d5f911e-12d9-4a98-a7dc-28acf07b64bb,2023-08-02,Returned,5564.75
New Maryburgh,Seychelles,Illinois,Yatesview,51686,"9752 Sarah Flat
Amandatown, TN 91223",Dominguez Group,Ronald Ferrell,ualvarez@graves-ward.com,(227)367-5636x0714,2024-04-20,"Surveyor, mining",Clothing,Dress,Magazine sort speech sure enter.,237.9,348.99,681.22,Joseph Rowe,"747 Durham Key Suite 970
Davidstad, MI 74753",1018.03,humphreysteven@gmail.com,124.868.1597x995,Cancelled,2023-02-23,12,488.63,89,fe1381fe-41b5-4a6c-a03c-21f4dc480311,2024-06-22,Completed,5863.5599999999995
Langstad,Algeria,Idaho,Lake William,98033,"Unit 4579 Box 3292
DPO AP 95995","Stevens, Roberts and Barton",Russell Duncan,katherinesmith@hotmail.com,001-445-745-7042,2022-01-23,Quarry manager,Furniture,Jeans,Traditional theory hospital oil.,84.89,313.09,588.1,Alisha Smith,"0806 Joseph Garden
Williamsfort, FL 49488",9004.46,daniel04@king.biz,032.250.3919x197,Processing,2023-03-09,3,1230.32,67,c816ca90-fa85-4405-b3c6-3e8e56d77dcf,2023-11-17,Returned,3690.96
Triciaton,American Samoa,Ohio,Georgechester,76690,"274 Howell Mews
New William, SC 54471",Robles-Bruce,Kimberly Mercado,rosshoward@yahoo.com,560.861.5643x148,2024-05-22,Counsellor,Clothing,Jeans,Often wait deep follow line.,933.19,86.53,609.26,Cory Herman,"USS Jordan
FPO AE 61213",9578.79,fwoods@barton.info,001-975-139-2075x68254,Shipped,2023-01-30,3,100.09,93,c329264c-fb7e-476f-b694-1a94a8ebbadc,2023-11-15,Pending,300.27
Strongside,Tokelau,North Dakota,Marcusstad,26105,"475 Mary Orchard
Richardsonhaven, WI 11795",Thompson-Brown,Madeline Douglas,jeremy13@gmail.com,019.396.1091x27199,2022-09-20,"Runner, broadcasting/film/video",Toys,Laptop,Commercial order significant treat.,96.78,259.37,563.39,Jessica Cherry,"847 Sharp Street Suite 848
Kellyberg, WA 59150",2394.98,zbrown@gmail.com,(074)934-7337x017,Processing,2023-08-08,8,936.36,89,eb4415f0-9541-4db1-910d-299b36cc0706,2023-10-01,Returned,7490.88
East Melissa,Trinidad and Tobago,Missouri,Wilsonchester,88495,"391 Howell Ford
Nelsonside, AK 16458",Petty-Lloyd,Jeffrey Gonzales,dcarson@bryant.com,(337)899-1159,2021-05-04,"Surveyor, commercial/residential",Clothing,Blender,Policy recently next by data eight.,822.17,73.77,538.51,Sarah Tanner,"5634 Adams Walk
North Jeffmouth, SD 71800",14710.33,mossangela@gmail.com,+1-979-586-1786x36742,Cancelled,2024-03-02,11,749.32,96,b50049b1-8ac6-4176-afc0-390e5f3059ae,2023-07-22,Pending,8242.52
Matthewmouth,China,Connecticut,South Rachel,00521,"8945 Doris Mount
South Heather, MT 59058",Williams-Smith,Elizabeth Moyer,jasonpierce@yahoo.com,001-164-391-2617x179,2020-05-15,IT consultant,Toys,Refrigerator,Question far the particular.,155.88,209.93,634.78,Cynthia Brock,"4346 Elizabeth Springs Apt. 077
Diazfort, IL 78784",17873.05,melindareynolds@thomas.com,+1-824-536-2705x94747,Delivered,2024-03-23,11,1216.43,64,b5356be4-853d-41d3-b9e1-06382db2dc2e,2022-12-10,Completed,13380.730000000001
Martinport,Singapore,Colorado,Chavezberg,42321,"19790 Alvarado Grove
Leonland, OR 21809",Figueroa LLC,Shirley Harding,lauramartinez@pearson.com,(610)543-2323x049,2020-06-03,"Nurse, learning disability",Furniture,Sofa,Have mission billion value surface.,512.9,422.47,416.53,Randall Nelson,"981 Butler Highway
Port Amandaport, CT 18800",8190.82,emilyboone@russell.com,+1-575-119-4950x1285,Cancelled,2023-02-15,20,1113.93,39,fe2a8f7a-70a9-4c76-bf68-b21ebc18bfca,2023-05-19,Pending,22278.600000000002
Garciaville,Trinidad and Tobago,California,North Ashley,33699,"03393 Erika Mill Apt. 410
West Stephaniechester, WA 83958",Barber Inc,Kevin Elliott,brittanyhayden@gmail.com,(002)509-5037,2019-09-28,Animal technologist,Appliances,Sofa,Argue TV rock grow realize.,882.11,203.31,1045.06,Sarah Dillon,"Unit 8662 Box 6000
DPO AP 74754",2842.98,fnewman@gmail.com,(774)503-2153x1697,Shipped,2023-04-12,17,941.68,25,08efc82b-d1e4-43d5-89b8-865a55c917a5,2023-04-02,Completed,16008.56
New Christinaville,Trinidad and Tobago,New Hampshire,Lake David,53396,"2893 Walter Field
South Angelicamouth, AZ 75244",Jones and Sons,Andrew Norris,robinsonbrandon@smith.com,232-907-5221,2019-07-19,Copy,Clothing,Laptop,Economic carry herself.,468.7,222.63,1014.01,Jennifer Clark,"PSC 3351, Box 8268
APO AE 66535",8255.28,aaronanthony@schmidt.com,651-480-4588x632,Shipped,2023-12-20,10,883.54,94,8550e869-416b-4a44-a14e-9a6a050863a2,2023-04-11,Returned,8835.4
East Johnnyshire,Poland,Virginia,Brandiland,63637,"627 Jeffrey Court
North Randyborough, NJ 08074",Gonzalez-Tucker,Carlos Carr,donald80@hotmail.com,(258)844-2304,2023-07-29,"Designer, exhibition/display",Appliances,Puzzle,General look buy. Our include create position.,203.15,230.58,875.11,Robert Nelson,"10029 Tara Street
East Catherinefurt, WY 21262",15447.99,carterdonald@yahoo.com,(345)547-4805,Delivered,2024-06-08,4,535.72,19,b31a09a4-39bc-4045-b0e9-fa68dd3c0b08,2023-12-26,Returned,2142.88
Brittanyland,Isle of Man,Wyoming,Christineville,45106,"Unit 3529 Box 7646
DPO AA 64825",Wilson Group,Leonard Perez,david93@hotmail.com,924.895.3460x985,2023-05-24,Adult nurse,Furniture,Board Game,Election general nice. Skin bar yard treat.,896.7,396.21,405.8,Benjamin Gibson,"00707 Gomez Ranch
East Nancy, NJ 15672",4123.37,robertsonbrittney@yahoo.com,558-658-9985x73452,Delivered,2023-09-11,13,97.85,53,2ad2f3cb-08a1-48a2-a440-b51a110b45d0,2022-08-27,Pending,1272.05
Lake Amanda,Japan,Indiana,North Rebeccabury,88774,"675 Marie Mews
North Sheilaburgh, IA 09664",Choi-Fox,Amber Brown,rgolden@long-harvey.org,(444)667-6330x6059,2021-09-10,Media planner,Appliances,Chair,Minute option road share. Baby great Mrs make.,750.66,60.42,706.69,Barbara Wheeler,"6188 Smith Villages Suite 778
Lake Elizabeth, AZ 73586",841.55,aliciagay@anderson.com,541-367-0630x27153,Delivered,2024-02-04,15,49.38,86,8b3c2fde-4429-4248-9fa4-9086735af8ef,2024-02-09,Returned,740.7
Martinton,Congo,Maryland,East Raymondberg,09104,"4576 Jenkins Run
South Shannon, NV 56864",Hall Group,Nicole Lopez,joannerichard@gmail.com,(522)455-8971x51664,2023-07-17,"Scientist, research (maths)",Furniture,Puzzle,Security themselves now last.,322.91,331.52,572.26,Amy Gonzalez,"661 Sheila Forks Apt. 638
East Amandaberg, NH 80066",17445.93,ethan57@mills-beard.com,6607697541,Delivered,2023-06-27,10,1449.05,29,d7f5e093-0894-4715-9854-b17f81bb8407,2023-04-05,Returned,14490.5
Port Raymondview,Malta,Wyoming,Royland,37386,"046 Shirley Turnpike
Angelstad, WY 48236","Johnson, Gonzalez and Anderson",Erika Alvarez,mark34@yahoo.com,370-452-7149x61283,2022-05-12,Water quality scientist,Toys,Sofa,Role military almost event force.,359.91,92.71,391.73,Pamela Hess,"713 Allen Shore Apt. 382
South Maria, ID 42625",11701.7,jose59@hotmail.com,(616)896-3682x039,Shipped,2023-09-11,7,849.39,34,69dc86d8-a645-4d55-b19b-a7a3db703c76,2024-04-20,Completed,5945.73
Brittanyview,Tuvalu,Washington,West Katherine,18345,"091 Hall Pike Apt. 241
Brandonmouth, WA 97483","Vargas, Jones and Brooks",Julie Wade,wford@yahoo.com,+1-505-958-8096x2333,2022-01-18,Medical sales representative,Electronics,Table,For guy actually pattern daughter.,317.73,238.69,776.49,Cindy Cruz,"PSC 2843, Box 5337
APO AE 15684",598.16,ramseyalexandra@ellis.com,857-280-1833x9789,Delivered,2023-06-30,16,269.68,51,49b2fbab-b271-4c4f-a980-65f5d0166067,2022-11-07,Pending,4314.88
Rodneybury,Armenia,South Dakota,Gutierrezville,43940,"791 Ann Route
New Robertview, IA 83634",Chen Ltd,Willie White,bvalentine@erickson.com,217.323.5260,2020-10-13,Volunteer coordinator,Appliances,Jacket,Art new summer see treat.,257.46,157.93,840.85,Crystal Payne,"53457 Robert Landing Suite 303
New Brittanymouth, TX 70740",15077.39,lori16@gmail.com,+1-290-244-7293,Shipped,2023-02-10,12,757.12,46,b008d744-9a66-459a-a2e5-88901efd639d,2023-06-16,Completed,9085.44
West Kenneth,Haiti,Colorado,East Shawnchester,94610,"3741 John Walks Apt. 233
Mitchellmouth, OK 66740","Harrison, Chaney and Frank",Andrew Peterson,carol57@garcia-jennings.com,+1-266-455-0874,2022-02-07,Tour manager,Toys,Puzzle,Tree run brother use participant strong.,534.19,263.31,239.9,Julian Lambert,"USS Reed
FPO AA 83652",2366.0,chad34@gmail.com,(878)376-2288,Cancelled,2022-11-06,14,708.7,98,997fd6f4-df60-4678-bcdc-acfb3d7b9b19,2023-07-31,Returned,9921.800000000001
Andrewborough,British Virgin Islands,Arkansas,East Matthew,25360,"2725 Mccarty Via Apt. 185
North Jessica, DE 69440","Huff, Torres and Banks",James Spencer,ssmith@yahoo.com,768.368.0402x898,2020-06-02,Further education lecturer,Toys,Action Figure,Service amount career goal plant well.,262.07,278.91,1455.82,Kathleen Kelly,"9897 Daniel Wells
Lake Jasonview, KY 42365",14953.31,pchase@newton.biz,535.821.9444x023,Processing,2022-11-03,16,390.48,91,f94804ab-b6e4-4e3d-8420-223e0cd84f6e,2023-08-11,Completed,6247.68
Harrisland,Luxembourg,Vermont,North Jasonfort,62256,"6992 Lauren Ferry
Kyleborough, KY 64077",Hall-Smith,Carrie Everett,molly59@washington-miller.com,(507)721-4135x4545,2023-08-20,Colour technologist,Electronics,T-Shirt,Real agreement other good part everybody.,125.51,451.32,355.31,David Fuller,"PSC 8455, Box 7245
APO AE 41134",1491.87,amckee@hotmail.com,001-392-786-6201x03283,Processing,2022-08-12,8,529.28,33,8bdff7e8-9f87-4e4f-943c-1f74049aca67,2023-12-18,Pending,4234.24
South Debbieland,Israel,Iowa,East Lindsey,18698,"8250 James Estate
New Walterside, MN 16616",Shaw Inc,Angel Johnson,ashley77@gmail.com,001-295-338-1838,2022-09-12,Pension scheme manager,Furniture,Microwave,Home present central PM southern tree pick life.,902.6,263.99,156.69,Juan Potter,"USCGC Schwartz
FPO AP 16670",9835.78,patriciagould@adkins.com,2419787844,Processing,2024-03-29,6,240.62,58,c300ed20-9a11-4108-bef2-c2a1da222262,2023-09-04,Pending,1443.72
East Arthur,French Guiana,New Jersey,Port Jamesbury,99014,"56172 Kenneth Camp
Danielview, NM 88097",Travis Group,Carmen Wade,maria71@hotmail.com,+1-825-236-7282x8267,2021-06-17,Further education lecturer,Appliances,Bed,Community son future machine relationship key.,337.33,218.74,498.2,Antonio Silva,"13182 Jesse Ridges Apt. 256
North Jonathan, AK 23728",5382.69,murraydanielle@gmail.com,+1-001-589-7319x27565,Processing,2024-07-07,19,842.86,91,fdea694a-6577-4b91-9c84-46c3d8b9acff,2023-04-27,Pending,16014.34
Oliviaview,Korea,Ohio,West Colleen,38918,"314 Jeffrey Street
East Pamela, KS 80826",Jackson Group,Colleen Porter,jennifer44@zuniga.biz,001-864-332-2700x45593,2024-04-17,Regulatory affairs officer,Clothing,T-Shirt,Responsibility road physical goal all Mr exist.,720.02,412.36,1250.84,Stephanie Gonzalez,"051 Cordova Road
Mcdonaldview, NM 30749",18950.12,andrewnixon@gmail.com,001-200-636-5628x4829,Shipped,2022-11-28,12,1400.49,56,1692f32c-6e91-41bc-be79-4a5b33453d08,2023-09-13,Completed,16805.88
Julianport,Bahrain,Minnesota,East Leahbury,73949,"688 Steven Hollow Suite 418
Thomasmouth, MO 61332","Taylor, Fletcher and Schaefer",Judy Weber,vsmith@yahoo.com,3264127278,2022-09-13,Equities trader,Clothing,T-Shirt,President leg area political across.,868.1,433.01,1362.01,Kimberly Phillips,"89968 Harris Route
Piercestad, VA 72499",9039.39,caitlin43@gmail.com,940.791.1310x443,Cancelled,2023-05-28,9,815.24,85,0a5f6d4b-e5e7-402a-ba4d-71ac64645d3e,2023-12-09,Completed,7337.16
Jacquelinehaven,Croatia,South Carolina,Williamfort,44534,"119 Debra Ramp Suite 089
East Collin, CO 19356",Ramirez-Smith,Jordan George,emoore@barker.com,(121)028-6274x3859,2020-04-03,Camera operator,Electronics,Bed,Company three do measure source apply point.,759.17,125.1,171.5,Daniel Davis,"48390 Nicole Street
Lake John, IL 37931",3497.97,luis82@pitts.info,001-359-188-5900x12364,Processing,2023-08-25,10,842.53,99,424fef9f-b281-4c01-9520-507aaa1058a0,2022-11-02,Completed,8425.3
Nelsonfurt,Romania,Alabama,Lake Randy,80733,"1147 Jordan Ridges
Brianport, RI 41453","Gregory, Walsh and Hardy",Kristen Ramirez,melissacampbell@hotmail.com,001-054-926-9837x561,2023-07-26,"Loss adjuster, chartered",Electronics,Chair,Evening free doctor outside.,921.11,357.0,1156.9,Catherine Mitchell,"53779 Butler Rue Suite 238
South Stephaniemouth, NM 69796",7774.41,lcampbell@smith.com,825-069-1655x969,Processing,2024-05-07,13,129.1,15,0873dcdb-be72-43c0-96dc-fe327d67c14a,2023-04-25,Pending,1678.3
Robertland,Bouvet Island (Bouvetoya),Washington,Lake Barry,01359,"2343 Laura Stravenue
East Johnchester, MO 68901","Ramirez, Willis and Scott",Lauren Boyer,martinshawn@reynolds.com,936-727-2187,2024-07-02,"Geologist, wellsite",Toys,Air Conditioner,Easy guy positive court.,844.02,286.78,391.36,Christina Maynard,"2368 Sabrina Crescent
Carlbury, MS 31197",4968.41,jessicabradley@dunlap-gentry.org,001-707-723-5421x75897,Delivered,2023-10-19,4,512.37,72,8382d963-bbc1-4fe1-bf77-8c47c3a65771,2022-08-09,Returned,2049.48
Gloriafort,Botswana,Montana,New Dorothyshire,29030,"968 Hart Mountains
Huynhport, MD 93313",Stewart-Werner,Sheena Navarro,rvelez@hotmail.com,(584)998-8212x83611,2021-02-07,Emergency planning/management officer,Clothing,Smartphone,Off voice its only point culture yourself.,295.09,395.75,1110.92,Jeffrey Charles,"157 Adams Islands
South Lindamouth, AL 73158",6163.64,cindy22@yahoo.com,001-813-113-4330x24152,Processing,2024-03-06,6,1422.26,81,5db97039-c39f-4cb8-bfcd-fa8d55b3aa22,2024-02-10,Returned,8533.56
Richshire,Argentina,Michigan,Alexandriafurt,25005,"151 Patricia Ville Suite 627
New Stephenport, FL 10983",Compton and Sons,Robert Smith,cassandra82@lee.org,0055109711,2023-06-09,"Pharmacist, community",Toys,Air Conditioner,Evidence board less environment exactly.,559.19,236.77,545.11,Gregory Watkins,"589 Foster Freeway Apt. 828
North Michael, PA 43342",17533.6,dorisjackson@yahoo.com,001-307-985-5748,Processing,2023-03-10,2,1220.26,92,ed463355-c0f0-46be-b25e-e91a7ce5b2bd,2024-06-30,Pending,2440.52
New Dominique,Rwanda,Illinois,East Jonathan,72671,"6754 Jose Hill
Harristown, RI 69404","Thompson, Campos and Wilkins",Tracy Perkins,maysmichelle@wright-ray.biz,661.643.9612,2024-06-08,Archaeologist,Clothing,Chair,Parent building newspaper drop dinner travel.,417.05,339.23,657.47,Heather Carrillo PhD,"144 Shawn Trail Apt. 078
Jeremyfurt, IN 20039",17438.15,xross@harris-bauer.com,+1-154-509-4926x859,Processing,2023-10-01,20,607.83,56,4828d3fd-7db6-4b10-84e7-d00f294a491d,2022-09-19,Returned,12156.6
East Christine,Benin,California,Darlenefurt,83313,"4014 Jerry Prairie
West Patriciachester, VA 59781",Cain-Bond,Rebecca Parker,munozjeffrey@hotmail.com,001-594-898-9811x3285,2020-07-08,Amenity horticulturist,Electronics,Doll,Economic sure must quite.,493.64,70.38,910.61,Dennis Kelly,"Unit 5137 Box 5145
DPO AP 13905",673.35,paul12@frye.com,982-772-2317x8692,Delivered,2022-11-08,8,1098.19,89,1c829f20-07c9-4a77-bec8-464c4e7828ab,2023-12-03,Pending,8785.52
Jordanton,Dominican Republic,North Dakota,Jakemouth,30615,"08839 Gary Plaza Apt. 228
Conleyberg, GA 54437","Briggs, Barnes and Phillips",Candace Johnson,christophercarr@hancock.com,(290)609-9312x377,2021-08-14,Acupuncturist,Furniture,Action Figure,Phone rule two couple there small cup.,652.3,497.3,659.29,Shane Stewart,"971 Kayla Roads
New Robinborough, AR 10599",16988.03,awheeler@yahoo.com,(201)896-5655x4129,Delivered,2023-07-16,10,293.0,94,fddb8c89-749c-44f5-85e3-c91a23cf0098,2024-05-18,Completed,2930.0
Port Robert,Iceland,Utah,Kevinville,19450,"5324 Haley Turnpike
East Katherinefort, NH 56097",Owen Group,Catherine Frazier,helenolson@yahoo.com,(499)288-7584x1667,2021-11-07,"Editor, magazine features",Electronics,Laptop,Character certain over arrive into question.,928.9,413.07,775.07,Larry Hickman,"600 Ricky Ridge
Bowenfort, DC 02537",10562.91,martincarlos@hotmail.com,(563)845-7180,Cancelled,2024-01-18,7,724.87,76,41fd3911-849c-4ab7-b219-bd6a742a66bd,2022-10-04,Completed,5074.09
North Nancy,Botswana,Arkansas,Andrewport,42189,"15122 Brianna Walks Apt. 986
South Martin, DC 34244",Matthews-Ingram,Joshua Turner,lisa08@hotmail.com,(177)185-4431x18079,2020-12-04,Licensed conveyancer,Clothing,T-Shirt,Consider determine write traditional according.,706.5,39.53,459.88,Jennifer Diaz,"735 Jessica Ferry Apt. 855
East Angela, OK 15755",12108.42,kwhite@bennett.org,(049)049-5988,Processing,2022-07-29,7,134.66,19,29c8b69e-4faf-4b63-8bd2-6cfe9c5ae904,2023-02-18,Pending,942.62
East Codyport,Cocos (Keeling) Islands,Wisconsin,Tiffanyview,38935,"7318 Schmidt Shores
New Vincent, PA 05752",Rivera-Freeman,John Flowers DDS,whopkins@yahoo.com,(281)308-6386x604,2021-11-18,"Psychotherapist, dance movement",Appliances,Blender,Country little remember however so.,206.07,441.12,615.44,Ana Flores,"5128 Jessica Land
Lake John, SD 20431",13504.16,tmartin@anderson.com,+1-374-398-8511x00801,Processing,2024-05-03,18,918.59,58,a3946d91-ef27-4f8e-b57e-f9fabffa4149,2023-11-24,Pending,16534.62
